#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-24T08:26:10 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-24T08:26:10	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/A+A/615/A12/tablec&-order=I&-out=Tab&-out=Name&-out=StarID&-out=RA_ICRS&-out=DE_ICRS&-out=pmRA&-out=e_pmRA&-out=pmDE&-out=e_pmDE&-out=plx&-out=e_plx&-out=Mass&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Ksmag&-out=e_Ksmag&-out=Gmag&-out=Flag&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_36150012
#Name: J/A+A/615/A12
#Title: 24 nearby open clusters TGAS and HSOY reanalysis (Yen+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/a+a/615/a12	    IVOID of underlying data collection
#INFO	creator=Yen S.X.	    First author or institution
#INFO	cites=bibcode:2018A&A...615A..12Y	    Article or Data origin sources
#INFO	editor=Astronomy and Astrophysics	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/615/A12	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.36150012	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H:	ICRS
#Table	J_A_A_615_A12_tablec:
#Name: J/A+A/615/A12/tablec
#Title: Membership lists for 24 clusters
#Column	Tab	(A3)	Table name (C1-C24)	[ucd=meta.id;meta.table]
#Column	Name	(a13)	Cluster name (as in table1)	[ucd=meta.id.parent]
#Column	StarID	(I19)	Gaia DR1 Source ID or Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F12.8)	Right ascension (ICRS)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F12.8)	Declination (ICRS)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	Proper motion in RA*cos(DE)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F5.2)	Standard error of proper motion in RA*cos(DE)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F6.2)	Proper motion in DE	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F5.2)	Standard error of proper motion in DE	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	? Stellar parallax from TGAS or Hipparcos	[ucd=pos.parallax.trig]
#Column	e_plx	(F5.2)	? Standard error of parallax	[ucd=stat.error;pos.parallax]
#Column	Mass	(F5.2)	Stellar mass	[ucd=phys.mass]
#Column	Bmag	(F6.3)	? B magnitude in Johnson system	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.3)	? Error of B magnitude	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude in Johnson system	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	? Error of V magnitude	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Jmag	(F6.3)	? 2MASS J magnitude	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	? Error of J magnitude	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	? 2MASS H magnitude	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	? Error of H magnitude	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Ksmag	(F6.3)	? 2MASS Ks magnitude	[ucd=phot.mag;em.IR.K]
#Column	e_Ksmag	(F6.3)	? Error of Ks magnitude	[ucd=stat.error;phot.mag;em.IR.K]
#Column	Gmag	(F6.3)	? Gaia G-band mean magnitude	[ucd=phot.mag;em.opt.R]
#Column	Flag	(I1)	Flag for catalog (1)	[ucd=meta.code.error]
Tab;Name;StarID;RA_ICRS;DE_ICRS;pmRA;e_pmRA;pmDE;e_pmDE;plx;e_plx;Mass;Bmag;e_Bmag;Vmag;e_Vmag;Jmag;e_Jmag;Hmag;e_Hmag;Ksmag;e_Ksmag;Gmag;Flag
C7 ;Platais 4    ;3418265858438124288;075.98909965;+22.58783446;  1.06; 2.20; -3.79; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.361; 0.030;11.782; 0.030;11.659; 0.030;14.133;2
C7 ;Platais 4    ;3418274379652930048;076.27893616;+22.56855044;  1.34; 2.36; -6.81; 1.84; 2.41; 0.37; 1.40;12.170; 0.202;11.362; 0.115;10.038; 0.030; 9.780; 0.030; 9.717; 0.030;11.124;1
C7 ;Platais 4    ;3415261722087371904;076.53970937;+22.31866482;  5.01; 2.79; -5.82; 2.78;     ;     ; 0.30;      ;      ;      ;      ;15.543; 0.056;14.621; 0.057;14.538; 0.090;18.734;2
C7 ;Platais 4    ;3415273331384100864;076.51173733;+22.48099074;  4.86; 2.20; -4.83; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.288; 0.030;11.645; 0.030;11.578; 0.030;14.064;2
C7 ;Platais 4    ;3415255670478628864;076.76126033;+22.37066362; -0.91; 2.20; -2.39; 2.20;     ;     ; 0.65;      ;      ;      ;      ;13.093; 0.030;12.291; 0.030;12.128; 0.030;15.262;2
C7 ;Platais 4    ;3415271441598504704;076.67055599;+22.51072379;  3.67; 0.04; -7.47; 0.03; 2.19; 0.67; 3.54; 7.293; 0.007; 7.139; 0.008; 6.576; 0.030; 6.492; 0.030; 6.484; 0.030; 7.068;1
C7 ;Platais 4    ;3415366549356245888;076.79766609;+22.62699680;  0.60; 2.20; -2.99; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.331; 0.030;11.721; 0.030;11.600; 0.030;14.106;2
C7 ;Platais 4    ;3418292006199293696;076.11539611;+22.74514574;  2.49; 2.20; -5.81; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.567; 0.030;11.874; 0.030;11.739; 0.030;14.552;2
C7 ;Platais 4    ;3418293243150366080;076.11478400;+22.78507228;  0.91; 2.77; -5.64; 2.77;     ;     ; 0.35;      ;      ;      ;      ;15.034; 0.041;14.383; 0.054;13.954; 0.065;18.357;2
C7 ;Platais 4    ;3418298465830602624;076.17296528;+22.79996940;  1.95; 2.81; -9.00; 2.81;     ;     ; 0.30;      ;      ;      ;      ;15.368; 0.050;14.586; 0.061;14.314; 0.093;18.661;2
C7 ;Platais 4    ;3418282522910905984;076.35094226;+22.72443880;  0.41; 1.45; -7.63; 1.41; 1.52; 0.66; 1.65;10.784; 0.048;10.425; 0.050; 9.559; 0.030; 9.450; 0.030; 9.428; 0.030;10.240;1
C7 ;Platais 4    ;3418347600255361408;076.07924557;+22.89479398;  1.25; 2.20; -5.91; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.345; 0.030;10.931; 0.030;10.833; 0.030;12.786;2
C7 ;Platais 4    ;3418347359738007040;076.12954323;+22.91702583; -2.07; 2.20; -9.58; 2.20;     ;     ; 0.50;      ;      ;      ;      ;14.208; 0.030;13.369; 0.030;13.189; 0.037;17.026;2
C7 ;Platais 4    ;3418282248033001344;076.38776744;+22.70008279; -1.73; 2.20; -6.41; 2.20;     ;     ; 0.90;      ;      ;      ;      ;11.847; 0.030;11.404; 0.030;11.317; 0.030;13.349;2
C7 ;Platais 4    ;3418281560838233344;076.42300191;+22.70715331;  0.17; 2.20; -9.61; 2.20;     ;     ; 0.95;      ;      ;      ;      ;11.555; 0.030;11.197; 0.030;11.137; 0.030;12.884;2
C7 ;Platais 4    ;3418377596307529472;076.52103749;+22.78434148;  0.44; 2.20; -7.04; 2.20;     ;     ; 0.65;      ;      ;      ;      ;13.109; 0.030;12.339; 0.030;12.138; 0.030;15.279;2
C7 ;Platais 4    ;3418375191125817856;076.75108903;+22.77832417; -1.42; 2.20; -4.34; 2.20;     ;     ; 0.75;      ;      ;      ;      ;12.536; 0.030;11.921; 0.030;11.772; 0.030;14.393;2
C7 ;Platais 4    ;3418375672162154240;076.76122219;+22.80761470;  4.65; 2.20; -8.71; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.810; 0.030;12.105; 0.030;11.973; 0.030;14.796;2
C7 ;Platais 4    ;3418381959994348800;076.80349528;+22.86653354;  0.65; 2.67; -7.57; 2.67;     ;     ; 0.40;      ;      ;      ;      ;14.763; 0.039;13.966; 0.041;13.744; 0.052;17.821;2
C7 ;Platais 4    ;3418380551244998656;076.59531660;+22.89044707;  1.86; 2.20; -8.95; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.406; 0.030;11.032; 0.030;10.965; 0.030;12.763;2
C7 ;Platais 4    ;3418393779744264064;076.52000047;+22.97627368;  0.14; 2.20; -4.57; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.289; 0.030;11.685; 0.030;11.557; 0.030;14.063;2
C7 ;Platais 4    ;3418387629351093248;076.68086405;+23.01452835;  3.01; 2.20; -3.23; 2.20;     ;     ; 0.85;      ;      ;      ;      ;11.973; 0.030;11.515; 0.030;11.432; 0.030;13.431;2
C7 ;Platais 4    ;3418399449101090176;076.64512200;+23.03407390; -0.73; 2.20; -2.04; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.293; 0.030;11.662; 0.030;11.539; 0.030;14.073;2
C7 ;Platais 4    ;3415302159205740160;077.14600833;+22.43154722;  3.27; 2.11; -4.70; 2.10;     ;     ; 0.52;      ;      ;      ;      ;13.994; 0.030;13.272; 0.030;12.998; 0.030;16.802;2
C7 ;Platais 4    ;3415350297197806976;077.03057706;+22.47298920; -2.69; 2.53; -3.66; 2.53;     ;     ; 0.74;      ;      ;      ;      ;12.631; 0.030;11.975; 0.030;11.859; 0.030;14.504;2
C7 ;Platais 4    ;3415349541283626368;077.04501958;+22.47354576; -0.57; 2.67; -9.83; 2.67;     ;     ; 0.40;      ;      ;      ;      ;14.750; 0.035;14.006; 0.043;13.694; 0.046;17.752;2
C7 ;Platais 4    ;3415350159758890496;077.12445115;+22.50924233;  1.02; 2.15; -2.62; 2.15;     ;     ; 0.74;      ;      ;      ;      ;12.600; 0.030;11.935; 0.030;11.819; 0.030;14.484;2
C7 ;Platais 4    ;3415365209326450944;076.85110978;+22.56447284;  3.80; 2.20; -9.53; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.390; 0.030;10.985; 0.030;10.951; 0.030;12.729;2
C7 ;Platais 4    ;3415351053112086144;077.09673109;+22.55088167; -1.63; 2.20; -6.61; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.402; 0.030;11.029; 0.030;10.970; 0.030;12.694;2
C7 ;Platais 4    ;3415360605119347584;077.07724271;+22.64173103; -0.05; 1.73;-11.42; 1.33; 1.15; 0.23; 1.50;11.081; 0.061;10.725; 0.070; 9.885; 0.030; 9.680; 0.030; 9.635; 0.030;10.600;1
C7 ;Platais 4    ;3415357821980539648;077.14765435;+22.64225162;  1.40; 2.15; -4.46; 2.15;     ;     ; 0.70;      ;      ;      ;      ;12.789; 0.030;12.098; 0.030;11.989; 0.030;14.746;2
C7 ;Platais 4    ;3415306729050774912;077.38703922;+22.52275729;  3.60; 2.10; -3.50; 2.10;     ;     ; 0.95;      ;      ;      ;      ;11.527; 0.030;11.126; 0.030;11.013; 0.030;13.096;2
C7 ;Platais 4    ;3415316555936160384;077.56810556;+22.46983485;  2.43; 2.10; -5.55; 2.10;     ;     ; 0.74;      ;      ;      ;      ;12.663; 0.030;12.013; 0.030;11.890; 0.030;14.545;2
C7 ;Platais 4    ;3415318342642357120;077.59713322;+22.56505060; -2.65; 2.10; -3.63; 2.10;     ;     ; 0.74;      ;      ;      ;      ;12.637; 0.030;11.949; 0.030;11.821; 0.030;14.609;2
C7 ;Platais 4    ;3415335217568182144;077.37556065;+22.67322229; -3.49; 2.71; -9.06; 2.71;     ;     ; 0.30;      ;      ;      ;      ;15.614; 0.067;14.853; 0.082;14.565; 0.100;18.858;2
C7 ;Platais 4    ;3415333082970111104;077.53800273;+22.68659842;  3.75; 2.10; -6.55; 2.10;     ;     ; 0.85;      ;      ;      ;      ;12.067; 0.030;11.596; 0.030;11.531; 0.030;13.679;2
C7 ;Platais 4    ;3415336140986824832;077.54215552;+22.70765403;  1.70; 2.10; -8.42; 2.10;     ;     ; 0.85;      ;      ;      ;      ;11.939; 0.030;11.527; 0.030;11.437; 0.030;13.540;2
C7 ;Platais 4    ;3415337137419236736;077.48475392;+22.73093621;  0.98; 0.63; -6.74; 0.69;     ;     ; 1.60;10.902; 0.064;10.439; 0.063; 9.647; 0.030; 9.478; 0.030; 9.394; 0.030;10.401;2
C7 ;Platais 4    ;3415375276727622784;077.00892591;+22.79931944;  0.62; 2.20; -3.27; 2.20;     ;     ; 0.85;      ;      ;      ;      ;12.017; 0.030;11.445; 0.030;11.317; 0.030;13.771;2
C7 ;Platais 4    ;3415378643981980800;076.93748700;+22.82374238;  0.89; 2.20; -9.78; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.418; 0.030;11.065; 0.030;11.008; 0.030;12.723;2
C7 ;Platais 4    ;3415380602487064448;077.02456434;+22.88488786; -0.36; 2.20; -4.72; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.246; 0.030;11.650; 0.030;11.538; 0.030;14.001;2
C7 ;Platais 4    ;3415377750628778112;077.08321609;+22.90935913; -2.80; 2.20; -4.31; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.548; 0.030;11.916; 0.030;11.807; 0.030;14.432;2
C7 ;Platais 4    ;3415401149610607360;077.10687533;+22.90253425; -0.17; 2.20; -1.91; 2.20;     ;     ; 0.95;      ;      ;      ;      ;11.640; 0.030;11.152; 0.030;11.116; 0.030;13.081;2
C7 ;Platais 4    ;3415387165197097344;077.30922180;+22.80403032;  1.03; 2.10; -5.47; 2.10;     ;     ; 0.90;      ;      ;      ;      ;11.727; 0.030;11.372; 0.030;11.298; 0.030;13.132;2
C7 ;Platais 4    ;3415402008604064256;077.27488056;+22.93269509;  2.21; 2.10; -8.47; 2.10;     ;     ; 0.95;      ;      ;      ;      ;11.677; 0.030;11.261; 0.030;11.156; 0.030;13.149;2
C7 ;Platais 4    ;3415399259825562752;077.52724535;+23.09107156;  1.16; 2.10; -2.22; 2.10;     ;     ; 0.70;      ;      ;      ;      ;12.828; 0.030;12.034; 0.030;11.850; 0.030;14.969;2
C7 ;Platais 4    ;3415398263392607232;077.59282274;+23.06548725; -0.41; 2.10; -3.02; 2.10;     ;     ; 0.95;      ;      ;      ;      ;11.562; 0.030;11.176; 0.030;11.079; 0.030;12.979;2
C7 ;Platais 4    ;3415097306444204160;077.66474714;+22.20945158;  4.73; 1.63; -7.87; 1.30; 2.51; 0.25; 1.20;12.314; 0.293;11.402; 0.143;10.536; 0.030;10.284; 0.030;10.227; 0.030;11.682;1
C7 ;Platais 4    ;3415315525143812864;077.73639426;+22.52169533; -0.30; 2.10; -8.10; 2.10;     ;     ; 0.75;      ;      ;      ;      ;12.437; 0.030;11.876; 0.030;11.744; 0.030;14.407;2
C7 ;Platais 4    ;3415340195435948544;077.66926937;+22.78749331;  2.27; 2.10; -3.31; 2.10;     ;     ; 0.80;      ;      ;      ;      ;12.189; 0.030;11.756; 0.030;11.640; 0.030;13.821;2
C7 ;Platais 4    ;3418354369123813120;076.08289957;+23.07281899;  2.94; 2.21; -4.94; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.340; 0.030;11.770; 0.030;11.668; 0.030;14.094;2
C7 ;Platais 4    ;3418353956806952832;076.12683552;+23.07075516;  2.68; 2.20; -7.07; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.840; 0.030;12.176; 0.030;12.029; 0.030;14.835;2
C7 ;Platais 4    ;3418368009939914112;076.03167363;+23.18390295;  1.22; 2.68; -4.56; 2.68;     ;     ; 0.35;      ;      ;      ;      ;15.116; 0.046;14.412; 0.052;14.060; 0.061;18.420;2
C7 ;Platais 4    ;3418366944788054784;076.09601030;+23.14817351;  2.66; 2.20; -2.56; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.784; 0.030;12.145; 0.030;12.039; 0.030;14.666;2
C7 ;Platais 4    ;3418448995844251136;076.13139879;+23.15207594; -0.03; 2.20; -3.11; 2.21;     ;     ; 0.74;      ;      ;      ;      ;12.600; 0.030;11.919; 0.030;11.805; 0.030;14.533;2
C7 ;Platais 4    ;3418371377193813888;076.01509061;+23.22943865;  0.43; 2.20; -5.22; 2.20;     ;     ; 0.95;      ;      ;      ;      ;11.510; 0.030;11.195; 0.030;11.105; 0.030;12.836;2
C7 ;Platais 4    ;3418461056111966336;076.12909766;+23.20652286; -1.56; 2.20; -3.11; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.607; 0.030;11.881; 0.030;11.736; 0.030;14.653;2
C7 ;Platais 4    ;3418456520627105536;076.37166193;+23.26524756;  0.77; 2.20; -4.47; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.788; 0.030;12.013; 0.030;11.845; 0.030;14.948;2
C7 ;Platais 4    ;3418458135534191488;076.35947807;+23.33857191;  0.10; 2.20; -4.54; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.550; 0.030;11.883; 0.030;11.748; 0.030;14.447;2
C7 ;Platais 4    ;3418397868553121152;076.48110808;+23.06705045; -0.36; 2.20; -1.89; 2.20;     ;     ; 0.75;      ;      ;      ;      ;12.473; 0.030;11.843; 0.030;11.732; 0.030;14.271;2
C7 ;Platais 4    ;3418452466177372416;076.47950546;+23.22087050;  0.71; 2.20; -3.78; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.229; 0.030;11.669; 0.030;11.553; 0.030;14.003;2
C7 ;Platais 4    ;3418405255896858880;076.51183687;+23.19314708; -3.59; 2.20; -6.28; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.788; 0.030;12.089; 0.030;11.911; 0.030;14.796;2
C7 ;Platais 4    ;3418403503550200448;076.73267397;+23.20292405;  2.99; 2.20;-10.02; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.340; 0.030;10.954; 0.030;10.895; 0.030;12.679;2
C7 ;Platais 4    ;3418455146237636096;076.57659689;+23.32133869;  0.47; 2.20; -3.80; 2.20;     ;     ; 0.65;      ;      ;      ;      ;13.149; 0.030;12.369; 0.030;12.189; 0.030;15.240;2
C7 ;Platais 4    ;3418459819161367552;076.41800803;+23.38418509;  3.73; 2.20; -6.10; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.263; 0.030;10.902; 0.030;10.800; 0.030;12.630;2
C7 ;Platais 4    ;3418427246129405440;076.76605928;+23.26660539;  0.79; 2.20; -3.56; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.673; 0.030;12.004; 0.030;11.833; 0.030;14.552;2
C7 ;Platais 4    ;3418484077136648960;076.54202257;+23.47777456;  0.83; 2.20; -7.14; 2.20;     ;     ; 0.85;      ;      ;      ;      ;12.020; 0.030;11.601; 0.030;11.482; 0.030;13.486;2
C7 ;Platais 4    ;3418480297565430400;076.66919922;+23.45315593;  0.34; 2.20; -1.57; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.637; 0.030;12.020; 0.030;11.869; 0.030;14.484;2
C7 ;Platais 4    ;3418390378130149504;076.81241632;+23.13739812; -3.28; 2.20; -8.61; 2.20;     ;     ; 1.15;      ;      ;      ;      ;10.885; 0.030;10.492; 0.030;10.423; 0.030;12.219;2
C7 ;Platais 4    ;3418415323299653632;077.05880230;+23.21846297; -2.80; 2.20; -6.89; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.376; 0.030;11.032; 0.030;10.949; 0.030;12.665;2
C7 ;Platais 4    ;3418427727165740800;076.82550279;+23.29172330; -0.06; 2.20; -4.81; 2.20;     ;     ; 0.74;      ;      ;      ;      ;12.607; 0.030;12.027; 0.030;11.902; 0.030;14.441;2
C7 ;Platais 4    ;3418428895396303616;076.94914922;+23.34423325; -1.80; 2.20; -2.32; 2.20;     ;     ; 0.80;      ;      ;      ;      ;12.310; 0.030;11.770; 0.030;11.642; 0.030;14.094;2
C7 ;Platais 4    ;3418429823109238912;076.87669365;+23.35798830; -2.96; 2.20; -4.50; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.800; 0.030;12.086; 0.030;11.975; 0.030;14.787;2
C7 ;Platais 4    ;3418435836063450752;076.93208152;+23.40296783; -2.22; 2.20; -4.45; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.743; 0.030;12.077; 0.030;11.946; 0.030;14.710;2
C7 ;Platais 4    ;3418422195247322112;077.13341043;+23.32731600; -1.91; 2.20; -5.29; 2.20;     ;     ; 1.00;      ;      ;      ;      ;11.449; 0.030;11.074; 0.030;10.979; 0.030;12.737;2
C7 ;Platais 4    ;3418436832496138624;077.09317771;+23.44466989; -0.41; 2.20; -4.15; 2.20;     ;     ; 0.70;      ;      ;      ;      ;12.730; 0.030;12.051; 0.030;11.859; 0.030;14.735;2
C7 ;Platais 4    ;3418419137230749696;077.24846241;+23.26764246;  0.27; 2.10; -8.67; 2.10;     ;     ; 0.70;      ;      ;      ;      ;12.862; 0.030;12.183; 0.030;12.036; 0.030;14.895;2
C7 ;Platais 4    ;3415415821218877952;077.38805114;+23.22097813; -0.06; 2.10; -2.09; 2.10;     ;     ; 0.75;      ;      ;      ;      ;12.494; 0.030;11.864; 0.030;11.760; 0.030;14.401;2
C8 ;Collinder 65 ;3389463807750568576;081.43124959;+13.87759611;  1.46; 2.22; -5.90; 2.22;     ;     ; 0.85;      ;      ;      ;      ;12.340; 0.030;11.943; 0.030;11.850; 0.030;13.733;2
C8 ;Collinder 65 ;3389439687214963328;081.59951291;+13.88328590; -1.48; 2.22; -7.17; 2.22;     ;     ; 0.53;      ;      ;      ;      ;14.333; 0.030;13.636; 0.034;13.359; 0.041;16.622;2
C8 ;Collinder 65 ;3389440580568176000;081.71263277;+13.89000672; -0.30; 2.22; -5.55; 2.22;     ;     ; 0.63;      ;      ;      ;      ;13.442; 0.030;12.764; 0.030;12.543; 0.030;15.465;2
C8 ;Collinder 65 ;3390512466965316864;080.05276454;+14.61985700; -1.59; 2.19; -4.24; 2.19;     ;     ; 0.80;      ;      ;      ;      ;12.555; 0.030;12.207; 0.030;12.104; 0.030;14.063;2
C8 ;Collinder 65 ;3390510955136920192;080.21412957;+14.66258312; -0.61; 2.19; -2.97; 2.19;     ;     ; 0.68;      ;      ;      ;      ;13.213; 0.030;12.585; 0.030;12.493; 0.030;15.111;2
C8 ;Collinder 65 ;3390248859052974720;080.54862071;+14.18177542; -1.93; 2.22; -1.17; 2.22;     ;     ; 0.40;      ;      ;      ;      ;15.104; 0.046;14.467; 0.052;14.125; 0.068;17.900;2
C8 ;Collinder 65 ;3390232130156040832;080.89633479;+14.05654200;  3.44; 2.22; -5.82; 2.22;     ;     ; 0.65;      ;      ;      ;      ;13.373; 0.030;12.717; 0.030;12.668; 0.030;15.305;2
C8 ;Collinder 65 ;3389477482926278912;081.00520147;+13.97086076; -2.36; 2.22; -7.77; 2.22;     ;     ; 0.68;      ;      ;      ;      ;13.298; 0.030;12.611; 0.030;12.475; 0.030;15.226;2
C8 ;Collinder 65 ;3390228449367953280;080.96087313;+14.01513922;  1.09; 2.22; -2.32; 2.22;     ;     ; 0.68;      ;      ;      ;      ;13.229; 0.030;12.540; 0.030;12.380; 0.030;15.117;2
C8 ;Collinder 65 ;3390244632807966592;080.69847157;+14.11175584; -1.13; 0.94; -6.90; 0.99;     ;     ; 1.00;      ;      ;      ;      ;11.685; 0.030;11.389; 0.030;11.322; 0.030;12.865;2
C8 ;Collinder 65 ;3390233328451163776;080.79118677;+14.08765229;  1.18; 2.22; -2.77; 2.22;     ;     ; 0.53;      ;      ;      ;      ;14.048; 0.030;13.408; 0.030;13.095; 0.035;16.664;2
C8 ;Collinder 65 ;3390246247712751488;080.73356707;+14.14235914; -0.25; 2.22; -1.79; 2.23;     ;     ; 0.75;      ;      ;      ;      ;12.932; 0.030;12.426; 0.030;12.315; 0.030;14.516;2
C8 ;Collinder 65 ;3390246453871278080;080.74035396;+14.17055302; -0.89; 2.22; -7.60; 2.22;     ;     ; 0.53;      ;      ;      ;      ;14.357; 0.032;13.488; 0.030;13.256; 0.030;16.653;2
C8 ;Collinder 65 ;3390245285640140032;080.79258755;+14.12937201; -1.04; 2.76; -9.32; 2.77;     ;     ; 0.35;      ;      ;      ;      ;15.314; 0.050;14.603; 0.048;14.244; 0.083;18.123;2
C8 ;Collinder 65 ;3390250370881349504;080.70264748;+14.24166016;  3.43; 2.22; -2.37; 2.22;     ;     ; 0.90;      ;      ;      ;      ;12.145; 0.030;11.754; 0.030;11.687; 0.030;13.469;2
C8 ;Collinder 65 ;3390247037986729216;080.80067379;+14.21633006; -0.63; 2.22; -7.90; 2.24;     ;     ; 0.80;      ;      ;      ;      ;12.553; 0.030;12.179; 0.030;12.079; 0.030;14.012;2
C8 ;Collinder 65 ;3390253257099372032;080.81674660;+14.24935298;  3.16; 2.22; -3.97; 2.22;     ;     ; 0.84;      ;      ;      ;      ;12.418; 0.030;12.129; 0.030;11.991; 0.030;13.809;2
C8 ;Collinder 65 ;3390235596193531392;080.95877709;+14.08835463;  3.56; 2.22; -5.92; 2.22;     ;     ; 0.84;      ;      ;      ;      ;12.388; 0.030;12.033; 0.030;11.973; 0.030;13.715;2
C8 ;Collinder 65 ;3390235802352038912;081.03578385;+14.09551867;  1.73; 2.22; -6.47; 2.22;     ;     ; 0.63;      ;      ;      ;      ;13.432; 0.030;12.785; 0.030;12.616; 0.030;15.414;2
C8 ;Collinder 65 ;3390242296342832256;081.00309345;+14.26039153;  0.63; 0.88; -4.91; 0.88;     ;     ; 1.30;      ;      ;      ;      ;10.682; 0.030;10.417; 0.030;10.418; 0.030;11.655;2
C8 ;Collinder 65 ;3390242743019656576;080.99936954;+14.28578765; -4.71; 2.22; -4.13; 2.22;     ;     ; 0.53;      ;      ;      ;      ;14.133; 0.030;13.372; 0.030;13.182; 0.032;16.439;2
C8 ;Collinder 65 ;3390240956312819968;081.04294474;+14.20827539; -0.85; 2.22; -2.54; 2.22;     ;     ; 0.65;      ;      ;      ;      ;13.395; 0.030;12.733; 0.030;12.571; 0.030;15.340;2
C8 ;Collinder 65 ;3390300226861716480;080.42291503;+14.28110349; -0.75; 2.19; -7.74; 2.19;     ;     ; 0.80;      ;      ;      ;      ;12.557; 0.030;12.117; 0.030;12.045; 0.030;14.009;2
C8 ;Collinder 65 ;3390301017135962624;080.43230197;+14.32269088; -0.54; 2.19; -2.17; 2.19;     ;     ; 0.63;      ;      ;      ;      ;13.473; 0.030;12.752; 0.030;12.630; 0.030;15.476;2
C8 ;Collinder 65 ;3390314486153842816;080.28092636;+14.38392058;  3.03; 2.19; -7.70; 2.19;     ;     ; 0.63;      ;      ;      ;      ;13.479; 0.030;12.794; 0.030;12.616; 0.030;15.555;2
C8 ;Collinder 65 ;3390315070269248128;080.33667237;+14.43014741;  1.77; 2.19; -3.89; 2.19;     ;     ; 0.84;      ;      ;      ;      ;12.364; 0.030;12.058; 0.030;11.942; 0.030;13.771;2
