#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-10T23:59:19 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-10T23:59:20	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/349/1278/chip2&-order=I&-out=MPF&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Imag&-out=e_Imag&-out=xpos&-out=ypos&-out=RAdeg&-out=DEdeg&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_73491278
#Name: J/MNRAS/349/1278
#Title: BVI photometry of M22 (Monaco+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/mnras/349/1278	    IVOID of underlying data collection
#INFO	creator=Monaco L.	    First author or institution
#INFO	cites=bibcode:2004MNRAS.349.1278M	    Article or Data origin sources
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/349/1278	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.73491278	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-06-29	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_MNRAS_349_1278_chip2:
#Name: J/MNRAS/349/1278/chip2
#Title: *Photometry of stars in Chip #2
#Column	_RAJ2000	(F13.9)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F13.9)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	MPF	(I5)	Star Sequencial Identifier, Cl* NGC 6656 MPF NNNN in Simbad	[ucd=meta.id;meta.main]
#Column	Bmag	(F6.3)	B-band magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.3)	Formal DAOPHOT errors associated to the B-band magnitude	[ucd=stat.error]
#Column	Vmag	(F6.3)	V-band magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.3)	Formal DAOPHOT errors associated to the V-band magnitude	[ucd=stat.error]
#Column	Imag	(F6.3)	I-band magnitude	[ucd=phot.mag;em.opt.I]
#Column	e_Imag	(F6.3)	Formal DAOPHOT errors associated to the I-band magnitude	[ucd=stat.error]
#Column	xpos	(F8.3)	x star coordinates in the pixel coordinate system	[ucd=pos.cartesian.x;instr.det]
#Column	ypos	(F8.3)	y star coordinates in the pixel coordinate system	[ucd=pos.cartesian.y;instr.det]
#Column	RAdeg	(F11.7)	Right Ascension J2000 (decimal degrees)	[ucd=pos.eq.ra;meta.main]
#Column	DEdeg	(F11.7)	Declination J2000 (decimal degrees)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;MPF;Bmag;e_Bmag;Vmag;e_Vmag;Imag;e_Imag;xpos;ypos;RAdeg;DEdeg
279.105475100;-23.899724100; 6965;18.399; 0.013;17.522; 0.015;16.348; 0.017; 956.106;2187.979;279.1054751;-23.8997241
279.056001700;-23.860420200; 6966;18.282; 0.009;17.533; 0.008;16.410; 0.008;1639.083;2784.051;279.0560017;-23.8604202
279.054358200;-23.790684700; 6967;18.466; 0.008;17.531; 0.008;16.359; 0.008;1660.117;3838.633;279.0543582;-23.7906847
279.102339100;-23.915566900; 6968;18.688; 0.017;17.548; 0.015;16.521; 0.022; 999.925;1948.525;279.1023391;-23.9155669
279.104365000;-23.950642700; 6969;18.380; 0.016;17.574; 0.015;16.587; 0.023; 972.962;1418.047;279.1043650;-23.9506427
279.139664100;-23.893137700; 6970;18.230; 0.014;17.538; 0.037;16.491; 0.012; 483.245;2286.242;279.1396641;-23.8931377
279.087398400;-23.917393800; 6971; 0.000; 0.000;17.532; 0.048;16.379; 0.047;1206.497;1921.442;279.0873984;-23.9173938
279.104734400;-23.888233100; 6972; 0.000; 0.000;17.512; 0.017;16.548; 0.025; 966.005;2361.770;279.1047344;-23.8882331
279.096337900;-23.791921400; 6973;18.390; 0.008;17.538; 0.008;16.479; 0.008;1079.318;3818.487;279.0963379;-23.7919214
279.069132500;-23.833464100; 6974;18.389; 0.008;17.533; 0.008;16.390; 0.009;1456.805;3191.239;279.0691325;-23.8334641
279.048870000;-23.842633400; 6975;18.306; 0.007;17.536; 0.008;16.450; 0.008;1737.282;3053.248;279.0488700;-23.8426334
279.100223300;-23.911140100; 6976; 0.000; 0.000;17.797; 0.030;16.420; 0.027;1029.042;2015.545;279.1002233;-23.9111401
279.086007100;-23.894251400; 6977;18.352; 0.014;17.519; 0.015;16.419; 0.019;1225.087;2271.444;279.0860071;-23.8942514
279.032703600;-23.824230900; 6978; 0.000; 0.000;17.546; 0.014;16.117; 0.010;1960.468;3332.030;279.0327036;-23.8242309
279.174620600;-24.016390000; 6979;18.285; 0.024;17.538; 0.008;16.452; 0.008;   4.555; 420.982;279.1746206;-24.0163900
279.055903700;-23.930190000; 6980;18.387; 0.031;17.545; 0.029;16.602; 0.044;1642.142;1729.016;279.0559037;-23.9301900
279.124665100;-23.906834300; 6981;18.371; 0.010;17.484; 0.011;16.419; 0.010; 691.043;2079.725;279.1246651;-23.9068343
279.047389000;-23.884709300; 6982;18.341; 0.011;17.536; 0.010;16.417; 0.017;1758.755;2417.034;279.0473890;-23.8847093
279.034376400;-23.962485100; 6983;18.296; 0.008;17.539; 0.008;16.443; 0.008;1940.387;1241.338;279.0343764;-23.9624851
279.104366200;-23.861312700; 6984;18.324; 0.014;17.542; 0.012;16.530; 0.023; 970.297;2768.867;279.1043662;-23.8613127
279.144090000;-23.925557500; 6985;18.308; 0.008;17.538; 0.008;16.446; 0.008; 423.157;1795.818;279.1440900;-23.9255575
279.113080300;-24.002690500; 6986;18.475; 0.008;17.534; 0.008;16.379; 0.012; 854.119; 630.672;279.1130803;-24.0026905
279.088572700;-23.924856800; 6987;18.462; 0.023;17.542; 0.050;16.528; 0.018;1190.473;1808.548;279.0885727;-23.9248568
279.151708000;-23.899146000; 6988;18.375; 0.009;17.541; 0.010;16.465; 0.015; 316.946;2194.889;279.1517080;-23.8991460
279.088466800;-23.921023900; 6989; 0.000; 0.000;17.593; 0.017;16.466; 0.014;1191.830;1866.511;279.0884668;-23.9210239
279.095721300;-24.025265100; 6990;18.338; 0.008;17.542; 0.008;16.522; 0.008;1094.552; 289.955;279.0957213;-24.0252651
279.059491500;-23.891125600; 6991;18.390; 0.011;17.539; 0.012;16.495; 0.009;1591.586;2319.618;279.0594915;-23.8911256
279.173288100;-23.826264500; 6992;18.468; 0.008;17.530; 0.009;16.290; 0.012;  15.911;3296.059;279.1732881;-23.8262645
279.100222300;-23.852019800; 6993;18.370; 0.010;17.540; 0.011;16.465; 0.014;1027.330;2909.546;279.1002223;-23.8520198
279.134876200;-23.897254900; 6994; 0.000; 0.000;17.540; 0.026;16.511; 0.027; 549.574;2224.176;279.1348762;-23.8972549
279.038133300;-23.840071300; 6995;18.394; 0.008;17.535; 0.008;16.399; 0.009;1885.718;3092.328;279.0381333;-23.8400713
279.156444700;-23.939649700; 6996;18.350; 0.008;17.539; 0.008;16.449; 0.008; 252.892;1582.206;279.1564447;-23.9396497
279.059800800;-23.935738100; 6997;18.324; 0.009;17.544; 0.009;16.525; 0.009;1588.418;1644.992;279.0598008;-23.9357381
279.080503900;-23.885795000; 6998;18.268; 0.009;17.538; 0.011;16.404; 0.011;1300.939;2399.513;279.0805039;-23.8857950
279.087471700;-23.934216200; 6999;18.373; 0.010;17.492; 0.010;16.428; 0.017;1205.951;1667.057;279.0874717;-23.9342162
279.073004100;-23.877804600; 7000;18.503; 0.013;17.542; 0.015;16.541; 0.014;1404.421;2520.601;279.0730041;-23.8778046
279.139897300;-23.886288500; 7001;18.607; 0.011;17.613; 0.015;16.644; 0.009; 479.792;2389.804;279.1398973;-23.8862885
279.097021100;-23.875094600; 7002;18.460; 0.010;17.512; 0.010;16.517; 0.014;1072.267;2560.731;279.0970211;-23.8750946
279.121272700;-23.884403000; 7003;18.469; 0.010;17.506; 0.016;16.514; 0.015; 737.232;2419.058;279.1212727;-23.8844030
279.092447500;-23.922888300; 7004;18.368; 0.013;17.539; 0.013;16.359; 0.014;1136.861;1838.176;279.0924475;-23.9228883
279.118226400;-23.871426500; 7005; 0.000; 0.000;17.544; 0.015;16.525; 0.023; 778.946;2615.402;279.1182264;-23.8714265
279.152718100;-23.845530800; 7006;18.409; 0.008;17.541; 0.008;16.462; 0.010; 301.113;3005.602;279.1527181;-23.8455308
279.052992100;-23.860152500; 7007;18.532; 0.023;17.553; 0.024;16.676; 0.020;1680.694;2788.196;279.0529921;-23.8601525
279.141334800;-23.848974900; 7008;18.383; 0.008;17.541; 0.008;16.452; 0.008; 458.662;2953.993;279.1413348;-23.8489749
279.077018600;-24.011522500; 7009;18.352; 0.008;17.543; 0.008;16.493; 0.008;1352.485; 498.428;279.0770186;-24.0115225
279.130637600;-23.925538500; 7010;18.346; 0.012;17.544; 0.012;16.456; 0.015; 609.090;1796.651;279.1306376;-23.9255385
279.088787500;-23.895251800; 7011;18.461; 0.063;17.537; 0.059;16.380; 0.042;1186.676;2256.217;279.0887875;-23.8952518
279.075874900;-23.777131500; 7012;18.346; 0.008;17.554; 0.008;16.519; 0.008;1362.050;4042.864;279.0758749;-23.7771315
279.060013300;-23.874395100; 7013; 0.000; 0.000;17.545; 0.016;16.528; 0.021;1583.955;2572.595;279.0600133;-23.8743951
279.150931500;-23.959659900; 7014;18.300; 0.009;17.549; 0.008;16.462; 0.009; 329.778;1279.850;279.1509315;-23.9596599
279.166290200;-23.952747800; 7015;18.354; 0.008;17.541; 0.008;16.449; 0.008; 117.302;1383.719;279.1662902;-23.9527478
279.094670700;-23.942321700; 7016;18.403; 0.010;17.535; 0.010;16.487; 0.014;1106.688;1544.230;279.0946707;-23.9423217
279.054504900;-23.904378600; 7017;18.255; 0.008;17.544; 0.008;16.498; 0.009;1660.849;2119.372;279.0545049;-23.9043786
279.058836700;-23.863240800; 7018;18.380; 0.009;17.528; 0.012;16.192; 0.021;1599.948;2741.305;279.0588367;-23.8632408
279.106898600;-23.892132700; 7019;18.467; 0.016;17.605; 0.018;16.349; 0.012; 936.200;2302.720;279.1068986;-23.8921327
279.048467100;-23.777379300; 7020;18.701; 0.008;17.526; 0.008;16.130; 0.009;1741.312;4040.026;279.0484671;-23.7773793
279.142154400;-23.870264900; 7021; 0.000; 0.000;17.541; 0.044;16.423; 0.024; 448.045;2632.017;279.1421544;-23.8702649
279.098712300;-23.951088400; 7022;18.332; 0.009;17.563; 0.010;16.603; 0.008;1051.089;1411.516;279.0987123;-23.9510884
279.130547900;-23.908136100; 7023;18.390; 0.014;17.548; 0.015;16.511; 0.030; 609.764;2059.808;279.1305479;-23.9081361
279.077278000;-23.877389000; 7024;18.417; 0.009;17.546; 0.010;16.480; 0.011;1345.315;2526.738;279.0772780;-23.8773890
279.113723200;-23.906463400; 7025; 0.000; 0.000;17.547; 0.044;16.518; 0.022; 842.288;2085.757;279.1137232;-23.9064634
279.061020900;-24.022380600; 7026;18.331; 0.008;17.548; 0.009;16.533; 0.009;1573.721; 334.777;279.0610209;-24.0223806
279.031189400;-23.832027300; 7027;18.300; 0.008;17.539; 0.008;16.346; 0.010;1981.583;3214.180;279.0311894;-23.8320273
279.146612100;-23.905661500; 7028;18.448; 0.016;17.546; 0.019;16.586; 0.015; 387.617;2096.576;279.1466121;-23.9056615
279.150907100;-23.943419200; 7029;18.409; 0.009;17.544; 0.009;16.440; 0.010; 329.552;1525.437;279.1509071;-23.9434192
279.144983800;-23.821443300; 7030;18.737; 0.008;17.526; 0.008;16.091; 0.008; 407.261;3370.171;279.1449838;-23.8214433
279.065373700;-23.987533500; 7031;18.300; 0.008;17.549; 0.008;16.566; 0.008;1512.717; 861.576;279.0653737;-23.9875335
279.166928400;-23.913753500; 7032;18.335; 0.008;17.544; 0.008;16.437; 0.008; 107.064;1973.350;279.1669284;-23.9137535
279.064667200;-23.804562500; 7033; 0.000; 0.000;17.746; 0.036;16.258; 0.028;1517.833;3628.435;279.0646672;-23.8045625
279.161567700;-23.817579500; 7034;18.325; 0.010;17.535; 0.010;16.389; 0.009; 177.721;3427.901;279.1615677;-23.8175795
279.061981900;-23.934238500; 7035;18.335; 0.011;17.548; 0.011;16.494; 0.017;1558.237;1667.596;279.0619819;-23.9342385
279.086248500;-23.907880800; 7036; 0.000; 0.000;17.559; 0.043;16.698; 0.019;1222.128;2065.336;279.0862485;-23.9078808
279.043765900;-23.934001700; 7037; 0.000; 0.000;17.541; 0.022;16.367; 0.018;1809.988;1671.763;279.0437659;-23.9340017
279.148393800;-23.877004100; 7038;18.412; 0.009;17.545; 0.009;16.439; 0.012; 362.001;2529.851;279.1483938;-23.8770041
279.145027300;-23.902433300; 7039;18.355; 0.008;17.548; 0.009;16.501; 0.008; 409.414;2145.457;279.1450273;-23.9024333
279.106119800;-23.920730900; 7040;18.370; 0.016;17.422; 0.015;16.438; 0.014; 947.820;1870.296;279.1061198;-23.9207309
279.095966400;-23.856617400; 7041;18.400; 0.020;17.553; 0.020;16.712; 0.012;1086.319;2840.177;279.0959664;-23.8566174
279.140383400;-23.890261900; 7042;18.336; 0.012;17.551; 0.014;16.524; 0.022; 473.204;2329.700;279.1403834;-23.8902619
279.089358500;-23.893952900; 7043;18.530; 0.018;17.548; 0.044;16.483; 0.016;1178.746;2275.838;279.0893585;-23.8939529
279.148618600;-23.985543200; 7044;18.309; 0.008;17.552; 0.008;16.526; 0.008; 362.628; 888.550;279.1486186;-23.9855432
279.074831700;-23.893432300; 7045; 0.000; 0.000;17.592; 0.027;16.719; 0.021;1379.565;2284.220;279.0748317;-23.8934323
279.064852000;-23.928851400; 7046;18.311; 0.008;17.548; 0.009;16.458; 0.009;1518.434;1748.963;279.0648520;-23.9288514
279.149528200;-23.970656100; 7047;18.367; 0.008;17.555; 0.010;16.530; 0.011; 349.549;1113.628;279.1495282;-23.9706561
279.086408100;-23.825439200; 7048;18.408; 0.008;17.548; 0.008;16.461; 0.008;1217.636;3311.992;279.0864081;-23.8254392
279.080879700;-23.912392100; 7049;18.414; 0.014;17.532; 0.014;16.343; 0.012;1296.465;1997.307;279.0808797;-23.9123921
279.092924600;-23.939412100; 7050;18.361; 0.012;17.553; 0.015;16.581; 0.016;1130.736;1588.291;279.0929246;-23.9394121
279.110933500;-24.024344700; 7051;18.330; 0.007;17.551; 0.008;16.509; 0.008; 884.431; 303.307;279.1109335;-24.0243447
279.103942600;-23.790130800; 7052;18.433; 0.008;17.551; 0.008;16.517; 0.008; 974.048;3845.283;279.1039426;-23.7901308
279.083367200;-23.883476700; 7053;18.502; 0.013;17.506; 0.013;16.316; 0.012;1261.289;2434.469;279.0833672;-23.8834767
279.030549500;-23.836569100; 7054;18.361; 0.008;17.545; 0.008;16.405; 0.008;1990.533;3145.519;279.0305495;-23.8365691
279.056416700;-23.949868000; 7055;18.364; 0.014;17.544; 0.016;16.613; 0.012;1635.534;1431.435;279.0564167;-23.9498680
279.163332100;-23.934461900; 7056;18.345; 0.010;17.548; 0.010;16.504; 0.012; 157.520;1660.360;279.1633321;-23.9344619
279.087192100;-23.903564900; 7057;18.360; 0.013;17.524; 0.015;16.170; 0.010;1208.964;2130.566;279.0871921;-23.9035649
279.117297000;-23.895872800; 7058;18.569; 0.020;17.556; 0.045;16.589; 0.015; 792.557;2245.768;279.1172970;-23.8958728
279.059152700;-23.929194300; 7059;18.353; 0.009;17.546; 0.009;16.478; 0.013;1597.214;1743.966;279.0591527;-23.9291943
279.106426900;-23.902257800; 7060; 0.000; 0.000;17.549; 0.033;16.438; 0.015; 943.024;2149.629;279.1064269;-23.9022578
279.141931100;-23.943977900; 7061;18.413; 0.008;17.545; 0.008;16.373; 0.008; 453.617;1517.360;279.1419311;-23.9439779
279.127195500;-23.856149000; 7062;18.339; 0.008;17.554; 0.009;16.557; 0.009; 654.437;2846.075;279.1271955;-23.8561490
279.035581400;-23.957128600; 7063;18.990; 0.012;17.506; 0.011;16.045; 0.008;1923.618;1322.300;279.0355814;-23.9571286
279.034068500;-23.934668300; 7064;18.230; 0.015;17.563; 0.011;16.483; 0.016;1944.027;1661.982;279.0340685;-23.9346683
279.145343900;-23.838154100; 7065;18.872; 0.008;17.527; 0.008;16.020; 0.007; 402.849;3117.458;279.1453439;-23.8381541
279.098848500;-23.880031000; 7066;18.374; 0.010;17.642; 0.012;16.483; 0.010;1047.142;2486.017;279.0988485;-23.8800310
279.130476600;-23.894386900; 7067;18.321; 0.010;17.526; 0.010;16.444; 0.011; 610.303;2267.721;279.1304766;-23.8943869
279.147855300;-23.923847800; 7068;18.365; 0.011;17.554; 0.011;16.545; 0.015; 371.056;1821.516;279.1478553;-23.9238478
279.086612600;-23.790730500; 7069;18.553; 0.008;17.577; 0.008;16.429; 0.008;1213.844;3836.845;279.0866126;-23.7907305
279.119337900;-23.877220600; 7070; 0.000; 0.000;17.598; 0.012;16.530; 0.010; 763.758;2527.743;279.1193379;-23.8772206
279.172554900;-23.806878000; 7071;19.027; 0.008;17.524; 0.008;15.902; 0.007;  25.336;3589.251;279.1725549;-23.8068780
279.145938900;-23.841822600; 7072;18.394; 0.008;17.548; 0.009;16.440; 0.009; 394.744;3061.959;279.1459389;-23.8418226
279.052398100;-23.866065500; 7073;18.366; 0.010;17.550; 0.010;16.457; 0.010;1689.051;2698.801;279.0523981;-23.8660655
279.150582200;-23.857408600; 7074;18.407; 0.008;17.549; 0.008;16.451; 0.009; 331.064;2826.078;279.1505822;-23.8574086
279.134856100;-23.904135300; 7075;18.274; 0.012;17.553; 0.013;16.402; 0.009; 550.078;2120.134;279.1348561;-23.9041353
279.157849500;-23.943977500; 7076;18.353; 0.007;17.549; 0.008;16.442; 0.008; 233.631;1516.702;279.1578495;-23.9439775
279.065533600;-23.969016300; 7077;18.316; 0.008;17.576; 0.009;16.574; 0.010;1510.036;1141.580;279.0655336;-23.9690163
279.120848300;-24.032457700; 7078;18.343; 0.008;17.557; 0.009;16.568; 0.009; 747.753; 180.246;279.1208483;-24.0324577
279.148676200;-23.882630200; 7079;18.303; 0.008;17.552; 0.009;16.468; 0.008; 358.291;2444.762;279.1486762;-23.8826302
279.095092100;-23.869047300; 7080;18.375; 0.009;17.543; 0.009;16.382; 0.008;1098.766;2652.248;279.0950921;-23.8690473
279.057259800;-23.916022200; 7081;18.319; 0.008;17.495; 0.010;16.348; 0.009;1623.052;1943.212;279.0572598;-23.9160222
279.122235800;-23.839288400; 7082;18.410; 0.009;17.555; 0.009;16.521; 0.010; 722.492;3101.232;279.1222358;-23.8392884
279.151292500;-23.925008900; 7083;18.355; 0.009;17.554; 0.009;16.507; 0.008; 323.588;1803.816;279.1512925;-23.9250089
279.086450400;-23.798155100; 7084;18.419; 0.007;17.554; 0.008;16.492; 0.009;1216.295;3724.577;279.0864504;-23.7981551
279.085835700;-23.904946000; 7085;18.221; 0.018;17.653; 0.020;16.487; 0.022;1227.753;2109.730;279.0858357;-23.9049460
279.125538700;-23.977627100; 7086;18.263; 0.007;17.564; 0.008;16.675; 0.009; 681.228;1009.187;279.1255387;-23.9776271
279.119835800;-23.891320400; 7087;18.420; 0.013;17.540; 0.013;16.372; 0.013; 757.316;2314.510;279.1198358;-23.8913204
279.044724700;-23.902304400; 7088; 0.000; 0.000;17.563; 0.019;16.638; 0.022;1796.001;2151.050;279.0447247;-23.9023044
279.111680800;-23.823461800; 7089;18.427; 0.008;17.556; 0.009;16.522; 0.009; 867.995;3340.966;279.1116808;-23.8234618
279.127461300;-23.869108000; 7090;18.433; 0.009;17.493; 0.010;16.506; 0.009; 651.177;2650.102;279.1274613;-23.8691080
279.126510800;-23.910381000; 7091;18.436; 0.011;17.550; 0.010;16.346; 0.012; 665.642;2026.021;279.1265108;-23.9103810
279.073689300;-23.857125900; 7092;18.430; 0.009;17.582; 0.011;16.532; 0.010;1394.401;2833.276;279.0736893;-23.8571259
279.094772600;-23.773579700; 7093; 0.000; 0.000;17.543; 0.012;16.313; 0.033;1100.451;4095.905;279.0947726;-23.7735797
279.116578100;-23.860622100; 7094;18.356; 0.008;17.526; 0.009;16.506; 0.009; 801.404;2778.847;279.1165781;-23.8606221
279.101036700;-23.927045900; 7095;18.343; 0.014;17.521; 0.014;16.378; 0.012;1018.264;1774.992;279.1010367;-23.9270459
279.102407000;-23.910410000; 7096;18.724; 0.035;17.607; 0.030;16.279; 0.022; 998.835;2026.504;279.1024070;-23.9104100
279.093305700;-23.869057000; 7097;18.328; 0.008;17.550; 0.009;16.489; 0.011;1123.468;2652.166;279.0933057;-23.8690570
279.103662500;-23.827777500; 7098;18.537; 0.008;17.551; 0.007;16.358; 0.008; 979.037;3276.006;279.1036625;-23.8277775
279.083602300;-23.957256300; 7099;18.375; 0.010;17.557; 0.010;16.593; 0.009;1260.060;1318.790;279.0836023;-23.9572563
279.099334100;-23.982340700; 7100;18.324; 0.008;17.562; 0.008;16.574; 0.008;1043.407; 938.907;279.0993341;-23.9823407
279.134439300;-23.863282700; 7101;18.365; 0.008;17.555; 0.008;16.488; 0.009; 554.497;2737.912;279.1344393;-23.8632827
279.070908200;-23.992635500; 7102;18.336; 0.008;17.556; 0.009;16.577; 0.009;1436.392; 784.239;279.0709082;-23.9926355
279.119657100;-23.938950500; 7103;18.588; 0.014;17.563; 0.033;16.616; 0.011; 761.277;1594.270;279.1196571;-23.9389505
279.110726200;-23.940603700; 7104; 0.000; 0.000;17.575; 0.016;16.662; 0.013; 884.753;1569.613;279.1107262;-23.9406037
279.033659400;-23.857403800; 7105;18.383; 0.008;17.552; 0.008;16.402; 0.008;1947.978;2830.366;279.0336594;-23.8574038
279.063463000;-23.929670900; 7106;18.363; 0.009;17.559; 0.009;16.545; 0.011;1537.652;1736.616;279.0634630;-23.9296709
279.068077200;-23.938526700; 7107;18.324; 0.010;17.562; 0.012;16.549; 0.010;1474.106;1602.548;279.0680772;-23.9385267
279.063632100;-23.903674500; 7108;18.416; 0.014;17.578; 0.014;16.548; 0.010;1534.658;2129.720;279.0636321;-23.9036745
279.166189500;-23.956802100; 7109;18.619; 0.008;17.548; 0.008;16.314; 0.008; 118.841;1322.415;279.1661895;-23.9568021
279.057438100;-23.847928000; 7110;18.373; 0.008;17.555; 0.009;16.432; 0.009;1618.912;2972.908;279.0574381;-23.8479280
279.085631200;-24.009774400; 7111;18.364; 0.007;17.562; 0.008;16.600; 0.008;1233.477; 524.560;279.0856312;-24.0097744
279.095279400;-23.863903400; 7112;18.382; 0.015;17.562; 0.013;16.567; 0.019;1096.028;2730.025;279.0952794;-23.8639034
279.109664900;-23.958064400; 7113;18.386; 0.012;17.561; 0.012;16.574; 0.021; 899.948;1305.620;279.1096649;-23.9580644
279.142374700;-23.867387200; 7114;18.425; 0.012;17.560; 0.012;16.620; 0.011; 444.902;2675.523;279.1423747;-23.8673872
279.158701600;-23.928053500; 7115;18.413; 0.010;17.559; 0.010;16.512; 0.009; 221.290;1757.463;279.1587016;-23.9280535
279.090675000;-23.967647400; 7116;18.326; 0.008;17.561; 0.009;16.552; 0.008;1162.622;1161.409;279.0906750;-23.9676474
279.058536500;-23.871047000; 7117;18.367; 0.009;17.563; 0.010;16.546; 0.011;1604.293;2623.272;279.0585365;-23.8710470
279.093824500;-23.947458700; 7118;18.328; 0.010;17.553; 0.010;16.491; 0.010;1118.530;1466.581;279.0938245;-23.9474587
279.126078500;-23.910607400; 7119;18.511; 0.012;17.535; 0.013;16.580; 0.012; 671.626;2022.614;279.1260785;-23.9106074
279.095027000;-24.037400500; 7120;18.332; 0.008;17.563; 0.008;16.570; 0.008;1104.488; 106.474;279.0950270;-24.0374005
279.122895300;-23.969945700; 7121;18.425; 0.014;17.566; 0.015;16.653; 0.015; 717.505;1125.446;279.1228953;-23.9699457
279.064636400;-23.950969900; 7122;18.355; 0.012;17.560; 0.011;16.515; 0.011;1521.975;1414.501;279.0646364;-23.9509699
279.123462400;-23.879591500; 7123;18.400; 0.010;17.531; 0.011;16.459; 0.010; 706.805;2491.730;279.1234624;-23.8795915
279.140237200;-23.895631800; 7124;18.337; 0.009;17.558; 0.009;16.473; 0.014; 475.405;2248.503;279.1402372;-23.8956318
279.049699800;-23.838730700; 7125;18.670; 0.008;17.541; 0.008;16.137; 0.008;1725.713;3112.238;279.0496998;-23.8387307
279.084326200;-23.964014600; 7126;18.737; 0.013;17.493; 0.022;16.630; 0.017;1250.243;1216.569;279.0843262;-23.9640146
279.142832800;-23.906187600; 7127;18.360; 0.018;17.576; 0.014;16.576; 0.023; 439.878;2088.776;279.1428328;-23.9061876
279.077464900;-23.884429900; 7128;18.504; 0.012;17.620; 0.014;16.590; 0.016;1342.919;2420.261;279.0774649;-23.8844299
279.042573900;-23.849982900; 7129;18.382; 0.007;17.557; 0.008;16.456; 0.008;1824.530;2942.309;279.0425739;-23.8499829
279.110749600;-23.958987100; 7130;18.410; 0.008;17.561; 0.008;16.503; 0.009; 884.987;1291.625;279.1107496;-23.9589871
279.042615100;-23.867395800; 7131;18.401; 0.014;17.562; 0.014;16.488; 0.018;1824.360;2678.994;279.0426151;-23.8673958
279.057430700;-23.909610000; 7132;18.275; 0.009;17.558; 0.009;16.433; 0.010;1620.531;2040.169;279.0574307;-23.9096100
279.102053600;-23.884039600; 7133;18.320; 0.016;17.549; 0.017;16.453; 0.018;1002.945;2425.282;279.1020536;-23.8840396
279.099284800;-23.886790500; 7134;18.487; 0.017;17.554; 0.017;16.559; 0.025;1041.306;2383.786;279.0992848;-23.8867905
279.137111700;-23.870723300; 7135;18.397; 0.009;17.563; 0.010;16.534; 0.011; 517.788;2625.290;279.1371117;-23.8707233
279.114155600;-23.944005700; 7136;18.341; 0.008;17.562; 0.009;16.487; 0.008; 837.464;1518.039;279.1141556;-23.9440057
279.103942800;-23.934487400; 7137;18.379; 0.016;17.548; 0.015;16.572; 0.024; 978.319;1662.356;279.1039428;-23.9344874
279.161362000;-23.827861200; 7138;18.403; 0.007;17.560; 0.008;16.472; 0.008; 180.934;3272.431;279.1613620;-23.8278612
279.035940700;-23.884093400; 7139;18.369; 0.009;17.556; 0.008;16.395; 0.009;1917.025;2426.704;279.0359407;-23.8840934
279.091813600;-23.964235400; 7140;18.417; 0.011;17.570; 0.015;16.597; 0.011;1146.793;1212.963;279.0918136;-23.9642354
279.067037900;-23.934063900; 7141;18.399; 0.015;17.599; 0.015;16.611; 0.020;1488.356;1670.067;279.0670379;-23.9340639
279.035295500;-23.949152700; 7142;18.508; 0.009;17.556; 0.010;16.384; 0.011;1927.391;1442.917;279.0352955;-23.9491527
279.074182000;-23.982825300; 7143;18.321; 0.008;17.567; 0.009;16.608; 0.008;1390.907; 932.473;279.0741820;-23.9828253
279.158736400;-23.939533600; 7144;18.758; 0.012;17.538; 0.010;16.077; 0.009; 221.216;1583.863;279.1587364;-23.9395336
279.151904900;-23.781768300; 7145;18.459; 0.008;17.564; 0.009;16.521; 0.009; 310.143;3969.844;279.1519049;-23.7817683
279.047453900;-23.996898200; 7146;18.340; 0.008;17.566; 0.008;16.530; 0.009;1760.497; 720.550;279.0474539;-23.9968982
