#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-09-11T00:19:26 [V7.5.2]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-09-11T00:19:26	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/PASP/116/1012/cat1&-order=I&-out=n_SMV&-out=SMV&-out=Umag&-out=Bmag&-out=e_Bmag&-out=Vmag&-out=e_Vmag&-out=Rmag&-out=e_Rmag&-out=Imag&-out=Memb&-out=RAJ2000&-out=DEJ2000&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.2	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_61161012
#Name: J/PASP/116/1012
#Title: A star catalog for the open cluster NGC 188 (Stetson+, 2004)
#INFO	ivoid=ivo://cds.vizier/j/pasp/116/1012	    IVOID of underlying data collection
#INFO	creator=Stetson P.B.	    First author or institution
#INFO	cites=bibcode:2004PASP..116.1012S	    Article or Data origin sources
#INFO	editor=Publications of the Astronomical Society of the Pacific	    Editor name (article)
#INFO	original_date=2004	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/PASP/116/1012	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.61161012	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-09	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_PASP_116_1012_cat1:
#Name: J/PASP/116/1012/cat1
#Title: Original photometry merged with previously published photometry and memberships
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	n_SMV	(A1)	Simbad column added by the CDS	[ucd=meta.note]
#Column	SMV	(I7)	Sequential ID number	[ucd=meta.id;meta.main]
#Column	Umag	(F6.3)	? U magnitude	[ucd=phot.mag;em.opt.U]
#Column	Bmag	(F6.3)	? B magnitude	[ucd=phot.mag;em.opt.B]
#Column	e_Bmag	(F6.4)	? B standard error of the mean	[ucd=stat.error;phot.mag;em.opt.B]
#Column	Vmag	(F6.3)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	e_Vmag	(F6.4)	? V standard error of the mean	[ucd=stat.error;phot.mag;em.opt.V]
#Column	Rmag	(F6.3)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	e_Rmag	(F6.4)	? R standard error of the mean	[ucd=stat.error;phot.mag;em.opt.R]
#Column	Imag	(F6.3)	? I magnitude	[ucd=phot.mag;em.opt.I]
#Column	Memb	(I3)	? Mean membership probability in %	[ucd=stat]
#Column	RAJ2000	(A11)	Hour of right ascension (J2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Degree of declination (J2000.0)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;n_SMV;SMV;Umag;Bmag;e_Bmag;Vmag;e_Vmag;Rmag;e_Rmag;Imag;Memb;RAJ2000;DEJ2000
007.5453750;+85.1638611;x;   1436;      ;16.628;0.0175;15.801;0.0161;      ;      ;      ; 33;00 30 10.89;+85 09 49.9
007.3252917;+85.4078611;x;   1442;      ;19.308;0.0173;18.209;0.0158;      ;      ;      ;  0;00 29 18.07;+85 24 28.3
007.4931250;+85.2326111;x;   1444;      ;19.063;0.0167;17.613;0.0157;      ;      ;      ;  2;00 29 58.35;+85 13 57.4
007.5972083;+85.1193889;x;   1446;      ;15.175;0.0183;14.457;0.0152;      ;      ;      ;  0;00 30 23.33;+85 07 09.8
007.6141250;+85.1009167;x;   1447;      ;21.740;0.0150;20.536;0.0331;      ;      ;      ;   ;00 30 27.39;+85 06 03.3
007.2774583;+85.4624167;x;   1449;      ;21.495;0.0151;20.968;0.0191;      ;      ;      ;   ;00 29 06.59;+85 27 44.7
007.2632083;+85.4782778;x;   1450;      ;      ;      ;20.897;0.0150;      ;      ;      ;   ;00 29 03.17;+85 28 41.8
007.3971667;+85.3447222;x;   1452;      ;20.070;0.0163;18.555;0.0158;      ;      ;      ;  0;00 29 35.32;+85 20 41.0
007.6404167;+85.0770000;x;   1453;      ;19.845;0.0352;18.842;0.0270;      ;      ;      ;   ;00 30 33.70;+85 04 37.2
007.5920417;+85.1352778;x;   1459;      ;21.043;0.0150;19.556;0.0411;      ;      ;      ;   ;00 30 22.09;+85 08 07.0
007.7606250;+84.9367778;x;   1461;      ;17.398;0.0183;16.376;0.0170;      ;      ;      ;   ;00 31 02.55;+84 56 12.4
007.6562083;+85.0635278;x;   1463;      ;19.234;0.0190;18.312;0.0158;      ;      ;      ;  1;00 30 37.49;+85 03 48.7
007.6816667;+85.0371667;x;   1465;      ;20.779;0.0205;19.475;0.0161;      ;      ;      ;   ;00 30 43.60;+85 02 13.8
007.2460417;+85.5104722;x;   1466;      ;19.234;0.0162;18.178;0.0167;      ;      ;      ;  1;00 28 59.05;+85 30 37.7
007.5599167;+85.1860556;x;   1468;      ;22.149;0.0150;20.599;0.0188;      ;      ;      ;   ;00 30 14.38;+85 11 09.8
007.3877083;+85.3728889;x;   1471;      ;17.037;0.0157;16.271;0.0156;      ;      ;      ;  0;00 29 33.05;+85 22 22.4
007.3555833;+85.4069167;x;   1472;      ;15.966;0.0159;15.303;0.0155;      ;      ;      ;  0;00 29 25.34;+85 24 24.9
007.4019583;+85.3636389;x;   1475;      ;21.849;0.0172;21.143;0.0216;      ;      ;      ;   ;00 29 36.47;+85 21 49.1
007.6715417;+85.0683611;x;   1477;      ;21.567;0.0258;19.974;0.0174;      ;      ;      ;   ;00 30 41.17;+85 04 06.1
007.3500000;+85.4210278;x;   1479;      ;18.136;0.0166;17.357;0.0157;      ;      ;      ;  0;00 29 24.00;+85 25 15.7
007.4108333;+85.3589167;x;   1480;      ;19.547;0.0162;19.062;0.0159;      ;      ;      ;  0;00 29 38.60;+85 21 32.1
007.7122083;+85.0237222;x;   1481;      ;18.123;0.0167;16.816;0.0163;      ;      ;      ;  0;00 30 50.93;+85 01 25.4
007.7511667;+84.9766944;x;   1482;      ;22.048;0.0150;20.516;0.0247;      ;      ;      ;   ;00 31 00.28;+84 58 36.1
007.7223333;+85.0159167;x;   1484;      ;20.250;0.0166;19.555;0.0168;      ;      ;      ;   ;00 30 53.36;+85 00 57.3
007.7814583;+84.9441111;x;   1485;      ;20.385;0.0157;19.718;0.0154;      ;      ;      ;   ;00 31 07.55;+84 56 38.8
007.3315000;+85.4493333;x;   1486;      ;20.584;0.0150;19.811;0.0400;      ;      ;      ;   ;00 29 19.56;+85 26 57.6
007.6787083;+85.0765833;x;   1491;      ;20.823;0.0619;20.292;0.0544;      ;      ;      ;   ;00 30 42.89;+85 04 35.7
007.3477500;+85.4376667;x;   1492;      ;17.755;0.0181;16.595;0.0156;      ;      ;      ;  0;00 29 23.46;+85 26 15.6
007.6358750;+85.1282222;x;   1493;      ;      ;      ;20.584;0.0150;      ;      ;      ;   ;00 30 32.61;+85 07 41.6
007.1980000;+85.5897500;x;   1496;      ;19.944;0.0194;18.687;0.0175;      ;      ;      ;  0;00 28 47.52;+85 35 23.1
007.2655417;+85.5252222;x;   1497;      ;22.352;0.0150;20.791;0.0246;      ;      ;      ;   ;00 29 03.73;+85 31 30.8
007.7265833;+85.0285000;x;   1500;      ;20.115;0.0263;19.293;0.0185;      ;      ;      ;  1;00 30 54.38;+85 01 42.6
007.7491667;+85.0019167;x;   1501;      ;21.451;0.0381;20.222;0.0172;      ;      ;      ;   ;00 30 59.80;+85 00 06.9
007.7789583;+84.9660278;x;   1502;      ;15.310;0.0183;14.383;0.0223;      ;      ;      ;  0;00 31 06.95;+84 57 57.7
007.4979583;+85.2933889;x;   1505;      ;      ;      ;21.172;0.0150;      ;      ;      ;   ;00 29 59.51;+85 17 36.2
007.4291250;+85.3700556;x;   1509;      ;20.597;0.0161;19.549;0.0162;      ;      ;      ;  0;00 29 42.99;+85 22 12.2
007.7723333;+84.9829444;x;   1512;      ;22.070;0.0150;20.541;0.0242;      ;      ;      ;   ;00 31 05.36;+84 58 58.6
007.2771667;+85.5274167;x;   1514;      ;21.597;0.0197;20.217;0.0173;      ;      ;      ;   ;00 29 06.52;+85 31 38.7
007.2815000;+85.5271111;x;   1518;      ;21.837;0.0150;20.744;0.0240;      ;      ;      ;   ;00 29 07.56;+85 31 37.6
007.7276250;+85.0459444;x;   1521;      ;21.771;0.0161;20.245;0.0172;      ;      ;      ;   ;00 30 54.63;+85 02 45.4
007.6705417;+85.1142500;x;   1522;      ;21.924;0.0497;20.887;0.0186;      ;      ;      ;   ;00 30 40.93;+85 06 51.3
007.6817083;+85.1013889;x;   1523;      ;20.433;0.0501;19.447;0.0344;      ;      ;      ;   ;00 30 43.61;+85 06 05.0
007.4317500;+85.3785278;x;   1524;      ;19.528;0.0338;17.963;0.0260;      ;      ;      ;   ;00 29 43.62;+85 22 42.7
007.6763750;+85.1095833;x;   1525;      ;21.653;0.0657;20.398;0.0171;      ;      ;      ;   ;00 30 42.33;+85 06 34.5
007.4877917;+85.3257222;x;   1530;      ;18.705;0.0166;18.049;0.0157;      ;      ;      ;  3;00 29 57.07;+85 19 32.6
007.5544583;+85.2546111;x;   1532;      ;20.817;0.0162;19.343;0.0160;      ;      ;      ; 46;00 30 13.07;+85 15 16.6
007.4387083;+85.3800833;x;   1534;      ;22.189;0.0608;21.340;0.0442;      ;      ;      ;   ;00 29 45.29;+85 22 48.3
007.7666667;+85.0116667;x;   1536;      ;22.290;0.0150;20.788;0.0199;      ;      ;      ;   ;00 31 04.00;+85 00 42.0
007.6531250;+85.1528056;x;   1541;      ;20.279;0.0213;19.383;0.0167;      ;      ;      ;  0;00 30 36.75;+85 09 10.1
007.5864167;+85.2336389;x;   1545;      ;21.347;0.0169;19.878;0.0166;      ;      ;      ;   ;00 30 20.74;+85 14 01.1
007.5336250;+85.2956667;x;   1547;      ;13.863;0.0376;12.217;0.0156;      ;      ;      ; 25;00 30 08.07;+85 17 44.4
007.5383333;+85.2923056;x;   1549;      ;16.851;0.0168;15.639;0.0156;      ;      ;      ; 41;00 30 09.20;+85 17 32.3
007.5117083;+85.3210556;x;   1550;      ;21.577;0.0235;20.708;0.0191;      ;      ;      ;   ;00 30 02.81;+85 19 15.8
007.6951250;+85.1165556;x;   1551;      ;14.446;0.0192;13.447;0.0150;      ;      ;      ; 60;00 30 46.83;+85 06 59.6
007.5315417;+85.3023056;x;   1553;      ;21.615;0.0207;20.698;0.0182;      ;      ;      ;   ;00 30 07.57;+85 18 08.3
007.7717500;+85.0266389;x;   1554;      ;10.866;0.0150;10.274;0.0458;      ;      ;      ;  0;00 31 05.22;+85 01 35.9
007.4987083;+85.3481667;x;   1561;      ;21.106;0.0189;20.547;0.0180;      ;      ;      ;   ;00 29 59.69;+85 20 53.4
007.4261250;+85.4244444;x;   1562;      ;16.988;0.0160;16.134;0.0155;      ;      ;      ;  0;00 29 42.27;+85 25 28.0
007.8085417;+84.9930278;x;   1563;      ;20.693;0.0230;20.188;0.0172;      ;      ;      ;   ;00 31 14.05;+84 59 34.9
007.8021250;+85.0103611;x;   1572;      ;21.297;0.0338;20.676;0.0223;      ;      ;      ;   ;00 31 12.51;+85 00 37.3
007.6851250;+85.1533056;x;   1574;      ;21.094;0.0173;19.691;0.0164;      ;      ;      ;  0;00 30 44.43;+85 09 11.9
007.8065417;+85.0088333;x;   1575;      ;19.334;0.0325;17.949;0.0314;      ;      ;      ;   ;00 31 13.57;+85 00 31.8
007.8069167;+85.0141944;x;   1577;      ;21.351;0.0231;20.149;0.0182;      ;      ;      ;   ;00 31 13.66;+85 00 51.1
007.3626667;+85.5063889;x;   1578;      ;21.136;0.0205;19.722;0.0166;      ;      ;      ;   ;00 29 27.04;+85 30 23.0
007.5790000;+85.2807222;x;   1581;      ;20.042;0.0166;18.503;0.0156;      ;      ;      ;  0;00 30 18.96;+85 16 50.6
007.6699583;+85.1812500;x;   1583;      ;19.438;0.0168;18.650;0.0159;      ;      ;      ;  0;00 30 40.79;+85 10 52.5
007.6243333;+85.2408611;x;   1587;      ;21.674;0.0273;21.476;0.0247;      ;      ;      ;   ;00 30 29.84;+85 14 27.1
007.6645000;+85.1956389;x;   1588;      ;18.905;0.0168;17.944;0.0158;      ;      ;      ;  0;00 30 39.48;+85 11 44.3
007.8410833;+84.9875556;x;   1590;      ;21.743;0.0150;21.108;0.0150;      ;      ;      ;   ;00 31 21.86;+84 59 15.2
007.3636667;+85.5198889;x;   1591;      ;19.346;0.0167;17.742;0.0159;      ;      ;      ;  0;00 29 27.28;+85 31 11.6
007.6726667;+85.1901944;x;   1592;      ;22.610;0.0150;21.227;0.0209;      ;      ;      ;   ;00 30 41.44;+85 11 24.7
007.2802917;+85.6026944;x;   1594;      ;19.418;0.0170;18.845;0.0164;      ;      ;      ;  0;00 29 07.27;+85 36 09.7
007.6640833;+85.2076667;x;   1598;      ;19.264;0.0169;18.705;0.0156;      ;      ;      ;  0;00 30 39.38;+85 12 27.6
007.4379583;+85.4543056;x;   1599;      ;20.084;0.0168;18.607;0.0160;      ;      ;      ;  2;00 29 45.11;+85 27 15.5
007.6778750;+85.1972778;x;   1600;      ;19.578;0.0162;18.764;0.0156;      ;      ;      ;  0;00 30 42.69;+85 11 50.2
007.5120417;+85.3860833;x;   1607;      ;19.534;0.0164;18.571;0.0155;      ;      ;      ;  0;00 30 02.89;+85 23 09.9
007.7770417;+85.0890000;x;   1611;      ;20.722;0.0196;19.583;0.0157;      ;      ;      ; 15;00 31 06.49;+85 05 20.4
007.8987500;+84.9413889;x;   1612;      ;16.934;0.0173;16.210;0.0179;      ;      ;      ; 20;00 31 35.70;+84 56 29.0
007.8293333;+85.0324167;x;   1615;      ;19.443;0.0175;18.642;0.0155;      ;      ;      ;  0;00 31 19.04;+85 01 56.7
007.6244583;+85.2729722;x;   1617;      ;19.357;0.0167;18.336;0.0155;      ;      ;      ;  0;00 30 29.87;+85 16 22.7
007.5910833;+85.3105278;x;   1618;      ;21.867;0.0273;20.260;0.0172;      ;      ;      ;   ;00 30 21.86;+85 18 37.9
007.8479583;+85.0126944;x;   1620;      ;16.161;0.0171;15.327;0.0156;      ;      ;      ;  0;00 31 23.51;+85 00 45.7
007.5167083;+85.3970000;x;   1623;      ;19.554;0.0162;17.976;0.0154;      ;      ;      ;  0;00 30 04.01;+85 23 49.2
007.3815833;+85.5390278;x;   1624;      ;19.692;0.0160;18.154;0.0159;      ;      ;      ;  0;00 29 31.58;+85 32 20.5
007.8479167;+85.0241944;x;   1628;      ;22.140;0.0574;20.530;0.0188;      ;      ;      ;   ;00 31 23.50;+85 01 27.1
007.7847500;+85.1025833;x;   1630;      ;18.847;0.0175;17.535;0.0154;      ;      ;      ;  0;00 31 08.34;+85 06 09.3
007.6914583;+85.2167778;x;   1636;      ;19.934;0.0173;18.779;0.0156;      ;      ;      ;  0;00 30 45.95;+85 13 00.4
007.7047083;+85.2032222;x;   1638;      ;19.452;0.0184;18.524;0.0156;      ;      ;      ;  0;00 30 49.13;+85 12 11.6
007.6960000;+85.2186389;x;   1645;      ;22.291;0.0212;20.998;0.0206;      ;      ;      ;   ;00 30 47.04;+85 13 07.1
007.4474167;+85.4909722;x;   1648;      ;17.053;0.0160;16.415;0.0158;      ;      ;      ;  0;00 29 47.38;+85 29 27.5
007.3385417;+85.5995000;x;   1649;      ;19.453;0.0164;18.387;0.0159;      ;      ;      ;  0;00 29 21.25;+85 35 58.2
007.5094583;+85.4271389;x;   1650;      ;20.954;0.0183;19.539;0.0158;      ;      ;      ;  0;00 30 02.27;+85 25 37.7
007.7211250;+85.1950556;x;   1653;      ;18.848;0.0168;17.798;0.0157;      ;      ;      ;  0;00 30 53.07;+85 11 42.2
007.3749167;+85.5736944;x;   1657;      ;18.137;0.0160;16.782;0.0156;      ;      ;      ;  0;00 29 29.98;+85 34 25.3
007.4130833;+85.5363333;x;   1658;      ;20.347;0.0174;18.774;0.0160;      ;      ;      ;  0;00 29 39.14;+85 32 10.8
007.9471667;+84.9321111;x;   1661;      ;21.022;0.0242;19.744;0.0151;      ;      ;      ;   ;00 31 47.32;+84 55 55.6
007.8630000;+85.0390278;x;   1662;      ;16.805;0.0164;16.220;0.0156;      ;      ;      ;  0;00 31 27.12;+85 02 20.5
007.7781250;+85.1470833;x;   1664;      ;13.541;0.0148;12.786;0.0159;      ;      ;      ;  0;00 31 06.75;+85 08 49.5
007.9326250;+84.9614167;x;   1665;      ;17.815;0.0166;16.965;0.0158;      ;      ;      ; 39;00 31 43.83;+84 57 41.1
007.5633750;+85.3985833;x;   1670;      ;      ;      ;21.417;0.0150;      ;      ;      ;   ;00 30 15.21;+85 23 54.9
007.8457917;+85.0771389;x;   1671;      ;17.548;0.0177;16.856;0.0155;      ;      ;      ; 13;00 31 22.99;+85 04 37.7
007.5421667;+85.4270278;x;   1673;      ;17.659;0.0160;16.883;0.0154;      ;      ;      ;  0;00 30 10.12;+85 25 37.3
007.4580833;+85.5183889;x;   1677;      ;21.724;0.0230;20.267;0.0159;      ;      ;      ;   ;00 29 49.94;+85 31 06.2
007.5076250;+85.4674444;x;   1678;      ;20.440;0.0159;18.942;0.0161;      ;      ;      ;  0;00 30 01.83;+85 28 02.8
007.5363750;+85.4399167;x;   1682;      ;16.918;0.0163;15.977;0.0156;      ;      ;      ; 56;00 30 08.73;+85 26 23.7
007.3746250;+85.6046667;x;   1683;      ;20.309;0.0189;19.540;0.0174;      ;      ;      ;  0;00 29 29.91;+85 36 16.8
007.6400000;+85.3308333;x;   1686;      ;21.718;0.0216;21.045;0.0220;      ;      ;      ;   ;00 30 33.60;+85 19 51.0
007.4317083;+85.5521944;x;   1689;      ;18.598;0.0159;17.727;0.0155;      ;      ;      ;  0;00 29 43.61;+85 33 07.9
007.7659167;+85.1916667;x;   1692;      ;18.304;0.0165;17.380;0.0156;      ;      ;      ;  0;00 31 03.82;+85 11 30.0
007.9403333;+84.9830000;x;   1696;      ;22.098;0.0150;20.708;0.0155;      ;      ;      ;   ;00 31 45.68;+84 58 58.8
008.0056667;+84.8991667;x;   1697;      ;14.193;0.1010;13.560;0.0638;      ;      ;      ; 50;00 32 01.36;+84 53 57.0
007.5605000;+85.4313056;x;   1702;      ;20.095;0.0170;19.559;0.0159;      ;      ;      ;  0;00 30 14.52;+85 25 52.7
007.7487917;+85.2297778;x;   1704;      ;18.800;0.0161;17.926;0.0154;      ;      ;      ;  0;00 30 59.71;+85 13 47.2
007.9965000;+84.9245556;x;   1705;      ;16.160;0.0170;15.555;0.0178;      ;      ;      ;  0;00 31 59.16;+84 55 28.4
007.5022083;+85.5047500;x;   1707;      ;19.638;0.0160;18.654;0.0158;      ;      ;      ;  0;00 30 00.53;+85 30 17.1
007.6236250;+85.3790556;x;   1709;      ;15.212;0.0156;14.478;0.0152;      ;      ;      ;  0;00 30 29.67;+85 22 44.6
007.6777083;+85.3203889;x;   1710;      ;21.355;0.0173;20.444;0.0160;      ;      ;      ;   ;00 30 42.65;+85 19 13.4
007.8087500;+85.1714722;x;   1712;      ;20.928;0.0200;19.978;0.0161;      ;      ;      ;  0;00 31 14.10;+85 10 17.3
007.5050000;+85.5094722;x;   1713;      ;20.778;0.0171;19.720;0.0164;      ;      ;      ;   ;00 30 01.20;+85 30 34.1
007.7973333;+85.1898611;x;   1716;      ;15.808;0.0162;14.888;0.0157;      ;      ;      ; 45;00 31 11.36;+85 11 23.5
007.5064583;+85.5111111;x;   1717;      ;18.433;0.0160;16.880;0.0157;      ;      ;      ;  0;00 30 01.55;+85 30 40.0
007.5557083;+85.4618889;x;   1718;      ;20.582;0.0159;19.857;0.0162;      ;      ;      ;   ;00 30 13.37;+85 27 42.8
007.9433333;+85.0131389;x;   1719;      ;22.190;0.0150;20.665;0.0185;      ;      ;      ;   ;00 31 46.40;+85 00 47.3
007.7170833;+85.2871389;x;   1720;      ;20.340;0.0169;19.606;0.0157;      ;      ;      ;  0;00 30 52.10;+85 17 13.7
008.0254167;+84.9092222;x;   1722;      ;17.694;0.0168;16.824;0.0166;      ;      ;      ;   ;00 32 06.10;+84 54 33.2
007.7621667;+85.2375278;x;   1725;      ;21.598;0.0203;20.731;0.0170;      ;      ;      ;   ;00 31 02.92;+85 14 15.1
007.5950000;+85.4333889;x;   1728;      ;22.076;0.0209;20.644;0.0168;      ;      ;      ;   ;00 30 22.80;+85 26 00.2
007.8687500;+85.1319444;x;   1736;      ;20.834;0.0205;19.309;0.0154;      ;      ;      ;  0;00 31 28.50;+85 07 55.0
008.0411667;+84.9158333;x;   1742;      ;18.340;0.0170;17.582;0.0162;      ;      ;      ;   ;00 32 09.88;+84 54 57.0
007.9258750;+85.0688333;x;   1746;      ;21.189;0.0170;19.876;0.0256;      ;      ;      ;   ;00 31 42.21;+85 04 07.8
007.8972917;+85.1041667;x;   1747;      ;19.587;0.0288;18.957;0.0208;      ;      ;      ;   ;00 31 35.35;+85 06 15.0
007.8250417;+85.1922500;x;   1748;      ;15.752;0.0165;15.055;0.0157;      ;      ;      ; 83;00 31 18.01;+85 11 32.1
007.5435000;+85.5092778;x;   1750;      ;22.730;0.0150;20.937;0.0230;      ;      ;      ;   ;00 30 10.44;+85 30 33.4
007.9047500;+85.1029444;x;   1751;      ;19.203;0.0169;18.262;0.0154;      ;      ;      ;  0;00 31 37.14;+85 06 10.6
007.7590417;+85.2773611;x;   1752;      ;18.299;0.0161;17.312;0.0154;      ;      ;      ;  0;00 31 02.17;+85 16 38.5
007.4862500;+85.5736111;x;   1754;      ;16.964;0.0159;16.177;0.0156;      ;      ;      ;  0;00 29 56.70;+85 34 25.0
007.6244167;+85.4318333;x;   1761;      ;18.033;0.0157;17.255;0.0153;      ;      ;      ;  0;00 30 29.86;+85 25 54.6
007.6505417;+85.4125556;x;   1771;      ;21.393;0.0173;20.268;0.0162;      ;      ;      ;  0;00 30 36.13;+85 24 45.2
007.7618333;+85.2881389;x;   1772;      ;21.364;0.0168;19.894;0.0158;      ;      ;      ; 39;00 31 02.84;+85 17 17.3
007.9158333;+85.1121389;x;   1779;      ;20.332;0.0194;19.139;0.0154;      ;      ;      ;  0;00 31 39.80;+85 06 43.7
007.9225833;+85.1076667;x;   1782;      ;21.258;0.0229;20.352;0.0169;      ;      ;      ;   ;00 31 41.42;+85 06 27.6
007.9264167;+85.1041111;x;   1783;      ;18.211;0.0175;17.457;0.0153;      ;      ;      ; 76;00 31 42.34;+85 06 14.8
008.0011667;+85.0094444;x;   1784;      ;20.485;0.0189;19.715;0.0163;      ;      ;      ;  6;00 32 00.28;+85 00 34.0
007.5895000;+85.4923056;x;   1787;      ;14.885;0.0168;13.754;0.0155;      ;      ;      ; 11;00 30 21.48;+85 29 32.3
007.9549167;+85.0726944;x;   1788;      ;16.134;0.0168;15.383;0.0153;      ;      ;      ;  0;00 31 49.18;+85 04 21.7
007.4149583;+85.6745000;x;   1790;      ;14.346;0.0266;14.150;0.0150;      ;      ;      ;   ;00 29 39.59;+85 40 28.2
007.9064167;+85.1414722;x;   1791;      ;16.371;0.0164;15.724;0.0154;      ;      ;      ;  0;00 31 37.54;+85 08 29.3
008.0817083;+84.9178333;x;   1793;      ;20.401;0.0189;19.212;0.0157;      ;      ;      ;   ;00 32 19.61;+84 55 04.2
007.9659167;+85.0696111;x;   1794;      ;21.934;0.0204;20.887;0.0166;      ;      ;      ;   ;00 31 51.82;+85 04 10.6
007.8469167;+85.2161389;x;   1795;      ;21.854;0.0150;21.440;0.0195;      ;      ;      ;   ;00 31 23.26;+85 12 58.1
007.8846250;+85.1742778;x;   1798;      ;      ;      ;21.107;0.0150;      ;      ;      ;   ;00 31 32.31;+85 10 27.4
008.0332500;+84.9921389;x;   1800;      ;17.140;0.0160;16.388;0.0171;      ;      ;      ;  0;00 32 07.98;+84 59 31.7
007.9930417;+85.0456667;x;   1801;      ;21.792;0.0376;20.827;0.0187;      ;      ;      ;   ;00 31 58.33;+85 02 44.4
008.0708333;+84.9482778;x;   1805;      ;      ;      ;20.622;0.0150;      ;      ;      ;   ;00 32 17.00;+84 56 53.8
007.5493333;+85.5592222;x;   1806;      ;17.082;0.0156;16.157;0.0155;      ;      ;      ;  0;00 30 11.84;+85 33 33.2
007.6350417;+85.4709167;x;   1807;      ;20.726;0.0159;19.276;0.0159;      ;      ;      ;  0;00 30 32.41;+85 28 15.3
007.5080833;+85.6061111;x;   1812;      ;19.312;0.0172;18.240;0.0164;      ;      ;      ; 27;00 30 01.94;+85 36 22.0
008.0196667;+85.0239722;x;   1813;      ;20.671;0.0166;19.143;0.0157;      ;      ;      ;  0;00 32 04.72;+85 01 26.3
007.9825000;+85.0743333;x;   1814;      ;18.626;0.0172;17.718;0.0154;      ;      ;      ;  0;00 31 55.80;+85 04 27.6
008.1039583;+84.9211944;x;   1815;      ;      ;      ;20.492;0.0150;      ;      ;      ;   ;00 32 24.95;+84 55 16.3
007.6889167;+85.4281389;x;   1817;      ;17.469;0.0158;16.634;0.0153;      ;      ;      ; 91;00 30 45.34;+85 25 41.3
007.6135833;+85.5100278;x;   1820;      ;21.490;0.0181;20.062;0.0165;      ;      ;      ;   ;00 30 27.26;+85 30 36.1
007.5111250;+85.6160278;x;   1821;      ;20.010;0.0227;18.743;0.0179;      ;      ;      ;  0;00 30 02.67;+85 36 57.7
008.0532083;+84.9922778;x;   1822;      ;21.952;0.0455;20.878;0.0211;      ;      ;      ;   ;00 32 12.77;+84 59 32.2
007.9779167;+85.0939167;x;   1824;      ;21.098;0.0311;20.867;0.0259;      ;      ;      ;   ;00 31 54.70;+85 05 38.1
007.7678750;+85.3479167;x;   1825;      ;19.642;0.0159;18.509;0.0154;      ;      ;      ;  0;00 31 04.29;+85 20 52.5
007.8710417;+85.2302222;x;   1826;      ;20.850;0.0169;19.274;0.0156;      ;      ;      ;  1;00 31 29.05;+85 13 48.8
008.1277500;+84.9039722;x;   1827;      ;19.493;0.0170;18.405;0.0157;      ;      ;      ;   ;00 32 30.66;+84 54 14.3
007.5676250;+85.5687222;x;   1828;      ;20.028;0.0163;19.172;0.0159;      ;      ;      ;  0;00 30 16.23;+85 34 07.4
008.0849167;+84.9631389;x;   1829;      ;16.245;0.0162;15.679;0.0158;      ;      ;      ;  0;00 32 20.38;+84 57 47.3
007.7657083;+85.3575278;x;   1831;      ;      ;      ;21.684;0.0150;      ;      ;      ;   ;00 31 03.77;+85 21 27.1
008.0897917;+84.9588056;x;   1832;      ;16.674;0.0159;15.795;0.0159;      ;      ;      ; 32;00 32 21.55;+84 57 31.7
007.5949583;+85.5446944;x;   1835;      ;18.716;0.0157;17.741;0.0153;      ;      ;      ;  0;00 30 22.79;+85 32 40.9
008.1646667;+84.8624167;x;   1836;      ;14.703;0.1010;13.730;0.0638;      ;      ;      ; 21;00 32 39.52;+84 51 44.7
007.4700417;+85.6753611;x;   1837;      ;17.617;0.0195;16.987;0.0266;      ;      ;      ;   ;00 29 52.81;+85 40 31.3
007.7282917;+85.4054722;x;   1838;      ;17.720;0.0162;16.390;0.0152;      ;      ;      ;  0;00 30 54.79;+85 24 19.7
